hotel_id,hotel_name,country,city,hotel_type,star_rating,total_rooms,hotel_facilities,hotel_description,nearby_attractions,latitude,longitude,website,customer_id,first_name,last_name,full_name,email,phone,birth_date,gender,country_customer,city_customer,address,postal_code,language_preference,loyalty_level_customer,registration_date,marketing_consent,booking_id,booking_date,checkin_date,checkout_date,nights,adults,children,infants,room_type,rooms_booked,booking_channel,special_requests,is_cancelled,cancellation_date,cancellation_reason,total_price,room_price,tax_amount,service_fee,paid_amount,payment_status,payment_method,booking_source,promotion_code,discount_amount,created_timestamp,updated_timestamp,created_by,booking_status,review_id,review_rating,review_title,review_text,review_date,helpful_votes,is_verified_review,reviewer_location,stay_date,trip_type,room_type_reviewed,source_system,created_at,updated_at
H00927,"Wallace, Adams and Pope",South Africa,Durban,???,Five,307,Restaurant,I stock try management yes billion. Eight test couple space amount much meeting total.,Historic Site,18.695951,141.562531,Https://diaz-gomez.info/,C0002368,Charles,Phillips,Charles Phillips,bobbryant@example.com,398.832.0912,1983-03-24,Other,Israel,Tel Aviv,"9449 Cook Land Apt. 023, Tel Aviv",MB 55767,es,Platinum,2024-07-07,True,BKG_000000142,2025-09-21,2024-12-04,2024-12-14,10,1,0,0,double,3,Web,,False,,,1554.64,405.11,227.12,74.82,787.34,Refunded,Credit Card,TravelAgency,PROMO787,130.12,2024-03-14 11:02:35,2025-02-13 02:29:57,USER,Confirmed,REV_00000142,1,Weight kid sure blood.,His page or effort fear language set hot. Land fact spend statement back specific. Back operation Congress enough run rule without.,2024-10-10,80,True,Limerick,2025-06-07,Family,single,LegacySystem,2024-03-14 11:02:35,2025-02-13 02:29:57
H00336,"Fisher, Arroyo and Williams",,Cairo,Resort,4,276,"Pool,Gym,Spa",Baby affect if poor mean teacher too. Huge method today check total.,Shopping Mall,-30.809825,67.31642,http://www.ayala.com/,C0004972,   ,Scott,    scott,david44@example.com,778.399.6570,1964-02-02,Other,South Africa,Port Elizabeth,"49440 Murphy Heights, Port Elizabeth",KE 66982,tr,,2024-02-15,False,BKG_000000143,2025-04-18,2025-10-04,2025-10-13,9,4,1,1,suite,1,mobile app,,True,2025-06-26,Hotel Closed,296.27,425.0,175.45,50.33,226.77,Failed,PayPal,TravelAgency,,105.79,2023-11-19 20:54:31,2025-05-25 04:56:51,API,Cancelled,REV_00000143,Ten,Lead these team me writer.,Contain growth thing management quality worker beautiful. Factor away also as window Mr toward.,2025-03-15,13,False,Surabaya,2025-08-16,Solo,double,APIGateway,2023-11-19 20:54:31,2025-05-25 04:56:51
H00910,"Carter, Barrett and Gallagher",Belgium,Leuven,Budget Hotel,2,60,Free WiFi,World picture different what it carry high. Consumer box country skill use head official.,"Beach,Museum,Park",-89.35086,,https://www.hoover.biz/,C0003398,Eric,Dougherty,Eric Dougherty,mblack@example.org,836-541-2729x0100,1952-02-16,F,Kenya,Nakuru,"1399 Lawson Pass, Nakuru",RE 50758,fr,Bronze,2023-05-07,True,BKG_000000144,2024-07-28,2026-05-16,2026-05-26,10,3,3,9999,single,2,Mobile App,No requests,False,,,1415.4,651.96,254.89,12.21,91.17,Failed,Debit Card,TravelAgency,PROMO481,187.58,2024-04-07 17:14:08,2025-10-20 05:18:16,SYSTEM,Pending,REV_00000144,1,Attorney rock character mind.,Tv thank fly left. Daughter direction building push on.,2024-05-13,48,True,Athens,2025-07-17,Business,double,___,2024-04-07 17:14:08,2025-10-20 05:18:16
H00895,Flores PLC,Brazil,Belo Horizonte,Budget Hotel,5,231,Restaurant,Pick method player agent test yard maybe. Thing beyond speech although any prove.,Shopping Mall,-31.453046,-44.285006,http://www.bernard.com/,C0003059,Rose,Cunningham,Rose Cunningham,deannagilbert@example.com,+1-837-228-2165x25230,1946-10-09,M,Poland,Warsaw,"54401 Johnston Mountain Apt. 023, Warsaw",YT 25562,en,Bronze,2022-11-15,False,BKG_000000145,2023-12-18,2025-11-26,2025-12-07,11,4,0,0,double...,1,Phone,No requests,True,2025-03-28,No Show,1900.43,819.77,193.49,4.78,1814.7,Pending,Debit Card,TravelAgency,NO_PROMO,140.11,2025-10-03 21:32:05,2025-01-28 12:22:28,AGENT,Confirmed,REV_00000145,3,Herself born on old natural because minute win.,Practice city data something near.,2025-01-31,51,False,Antalya,2025-07-08,,double,APIGateway,2025-10-03 21:32:05,2025-01-28 12:22:28
H00633,Boyd-Newton,Mexico,Guadalajara,Resort,4,348,Restaurant,With law spring affect kid. Support billion plant difficult.,"Beach,Museum,Park",59.269792,-108.252772,https://baker.com/,C0004890,Sherry,   ,Sherry    ,hernandezbrandon@example.com,838.708.1099x34611,2004-05-25,M,Morocco,Rabat,"6202 Kristina Valleys Apt. 621, Rabat",BD 19957,fr,Silver,2024-12-30,False,BKG_000000146,2025-05-09,2026-02-10,2026-02-22,12,2,0,1,double,2,Agent,Late check-in,True,2025-01-25,Hotel Closed,264.05,918.42,123.7,41.72,115.46,Refunded,Cash,TravelAgency,NO_PROMO,33.71,2024-06-05 13:16:56,2024-11-21 03:02:15,API,Cancelled,REV_00000146,5,Almost knowledge hospital very none less size.,Character if feel view them gas authority. Southern perhaps with mother hand take yeah town.,2024-10-15,81,True,Los Angeles,2025-02-04,Business,single,APIGateway,2024-06-05 13:16:56,2024-11-21 03:02:15
H00119,"Bell, Mendoza and Johnson",Saudi Arabia,Medina,Budget Hotel,3,180,"Pool,Gym,Spa",Interview do industry election. Be than all season simply.,"Beach,Museum,Park",64.750282,-75.208024,https://hernandez.com/,C0004667,--,Brown,-- Brown,,(632)292-3216,1993-03-15,F,Singapore,Singapore,"3263 Eric Parkways, Singapore",EW 25323,es,Bronze,!!2024-01-22,True,BKG_000000147,2024-11-05,,2026-10-03,14,1,2,1,single,3,Mobile App,No requests,True,2025-02-12,Hotel Closed,231.59,319.9,5.08,73.47,4.3,Refunded,Cash,Expedia,,109.06,2024-04-29 14:03:16,2025-02-14 07:07:48,AGENT,Pending,REV_00000147,5,First present attention edge realize.,Present soldier mind rest.,2025-09-06,47,False,Makati,2025-09-20,Couple,single,MobileApp,2024-04-29 14:03:16,2025-02-14 07:07:48
H00900,___,Germany,Berlin,Boutique,2,268,Free WiFi,Choice culture fast head say.,Historic Site,75.178549,-116.026157,https://www.bryant-brooks.com/,C0002234,EMILY,Jones,EMILY Jones,hector93@example.net,,1970-12-18,M,Saudi Arabia,Jeddah,"342 Allen Route, Jeddah",WC 59997,de,,2024-04-27,True,BKG_000000148,2025-08-10,2025-02-17,2025-03-02,13,1,2,0,suite,2,,No requests,True,0000-00-00,,1931.36,70.84,64.65,36.87,730.51,Pending,Credit Card,Expedia,NO_PROMO,46.64,2025-08-26 00:46:48,2025-08-04 00:04:27,SYSTEM,Confirmed,REV_00000148,5,Claim fire business race but share all surface.,Resource painting coach. Public would defense culture nearly. Side mean nothing.,,40,True,Turin,2025-07-15,Solo,suite,APIGateway,2025-08-26 00:46:48,2025-08-04 00:04:27
H00134,"Valenzuela, patton and cortez",Australia,Melbourne,Resort,0,Ten,"Pool,Gym,Spa",Specific town table conference trade company. Peace theory debate.,Historic Site,-40.330798,122.415304,https://glenn.org/,C0004756,Adam,Luna,Adam Luna,@gmail.com,001-737-835-2525,1970-12-20,Other,Brazil,Salvador,"699 Daniels Spurs, Salvador",IX 58839,es,Gold,2023-10-10,True,BKG_000000149,2025-09-20,2026-09-18,2026-09-27,9,4,1,2,suite,3,Phone,,False,,,954.83,744.55,175.8,25.58,940.71,Failed,PayPal,Booking.com,PROMO228,78.65,2024-03-02 15:54:49,2024-12-31 02:12:06  ,USER,Confirmed,REV_00000149,2,Land carry who rise industry these.,Behavior role especially compare. Little likely series whose. Discuss property animal cause perhaps past wonder.,2024-10-28,71,False,Riyadh,2025-02-12,Business,single,CloudBooking,2024-03-02 15:54:49,2024-12-31 02:12:06  
H00580,"Rivera, Wu and Kirk",United States,New York,Boutique,1,87,Free WiFi,Wish factor safe politics about. Lot election relate study.,"Beach,Museum,Park",4.961412,88.001064,http://webster.org/,C0004124,???,Taylor,??? Taylor,omarsimmons@example.org,001-890-274-7033,1986-11-26,M,Norway,Trondheim,"88556 Peters Plaza, Trondheim",YH 43132,en,Silver,2023-09-13,True,BKG_000000150,2025-07-25,2025-10-08,2025-10-14,6,3,0,2,suite,2,Phone,Extra bed,True,2025-07-21,Customer Request,735.45,614.89,35.4,32.77,107.16,--,Debit Card,Direct,,21.47,2025-06-24 22:14:35,2025-04-07 01:07:46,SYSTEM,Confirmed,REV_00000150,4,___,Now agent eat each player play president. Continue wife relate card road organization hot. Discuss system and debate maintain.,2024-09-25,99,True,Berlin,2025-04-03,Couple,double,LegacySystem,2025-06-24 22:14:35,2025-04-07 01:07:46
H00044,"Spencer, White and Brown",Kenya,Nakuru,Luxury Hotel,1,108,Free WiFi,Already industry window task again. Serve white themselves enough scene consumer American.,"Beach,Museum,Park...",0,-46.520491,http://martin.com/,C0000159,Benjamin,   ,Benjamin    ,lloydmary@example.org,2714170428,1972-10-20,M,Japan,Osaka,"9765 David Ridge, Osaka",EI 20223,tr,Bronze,2023-06-19,False,BKG_000000151,2024-12-19,2026-10-21,2026-10-31,10,Ten,2,1,suite,2,Mobile App,No requests,True,2025-02-15,No Show,1468.7,333.75,33.8,58.16,441.82,Refunded,Credit Card,Expedia,PROMO820,105.17,2025-06-07 13:02:47,2025-01-24 00:18:47,API,Cancelled,REV_00000151,1,Put thing it behind people their color.,Usually song image minute story information red. Though realize week short increase wall resource option. Identify nation there.,2025-06-25,43,True,Lausanne,2025-02-03,Family,suite,APIGateway,2025-06-07 13:02:47,2025-01-24 00:18:47
H00138,Grimes-Gonzalez,Poland,   ,Luxury Hotel,3,66,Free WiFi,Song tell pass some any take kid. Purpose quality society heart.,"Beach,Museum,Park",13.225082,-59.89924,http://harper.com/,C0000723,Thomas,Miller,Thomas Miller,larry47@example.net,(436)559-9331x1487,1976-01-25,Other,New Zealand,Auckland,"1074 Hernandez Forge Suite 860, Auckland",HB 20062,   ,Gold,2022-11-09,False,BKG_000000152,2024-09-29,2025-01-22,2025-01-28,6,2,1,2,single,3,Mobile App,Late check-in,False,,,347.23,39.68,193.05,30.81,307.63,Pending,Debit Card,Direct,PROMO420,190.28,2023-11-16 07:37:10,2025-06-22 06:47:49,SYSTEM,Confirmed,REV_00000152,3,Soon through never test.,Long up others decide. Lose page better through attack. Few break turn camera early care kid.,2024-07-05,39,False,Fortaleza,,Leisure,SINGLE,CloudBooking,2023-11-16 07:37:10,2025-06-22 06:47:49
H00605,"Benson, Benitez and Reed",Saudi Arabia,Riyadh,Luxury Hotel,5,237,"Pool,Gym,Spa",Enter expert friend. Until alone nor hand. Call way student woman put.,Historic Site,-0.824904,-176.526027,http://howell.com/,C0004941,Sara,Wilson,Sara Wilson,paullee@example.net,001-678-504-3483,1977-05-23,M,Romania,Cluj-Napoca,,TY 19244,en,Bronze,2024-03-25,True,BKG_000000153,2025-03-24,2026-04-03,2026-04-16,13,-1,0,1,double,1,Phone,,False,,,329.31,627.1,268.28,73.59,60.97,Pending,Credit Card,Direct,NO_PROMO,123.87,0000-00-00,2025-02-05 21:41:58,SYSTEM,Cancelled,REV_00000153,3,Skill individual challenge senior everything.,Financial visit full interview. Air low apply environment. Bring structure new coach debate first Democrat financial.,2024-09-08,53,True,BIRMINGHAM,2025-09-15,Couple,double,APIGateway,0000-00-00,2025-02-05 21:41:58
H00209,Velazquez-Jacobs,Indonesia,Surabaya,Boutique,,253,Restaurant,yes direction vote here choice single daughter. benefit company company speak.,"Beach,Museum,Park",78.550343,-31.901756,http://hall.com/,C0000417,Michele,,Michele ,jamesvincent@example.com,(734)552-7610,2002-08-15,F,Sweden,Malmö,___,LK 49459,es,,2023-09-05,False,BKG_000000154,2024-01-11,2024-11-24,2024-11-27,3,4,,1,double,3,Phone,No requests,True,2025-09-04,Customer Request,508.33,1073.96,161.83,7.27,267.95,Pending,Credit Card,TravelAgency,NO_PROMO,81.27,2023-11-25 02:25:07,2025-09-17 14:58:13,USER,Confirmed,REV_00000154,4,Once big create instead shake natural.,Remain evening certainly cost defense. Scientist miss decide me.,2024-03-07,50,False,Rio de Janeiro,2024-11-07,Couple,double, CloudBooking ,2023-11-25 02:25:07,2025-09-17 14:58:13
,Conway-Murray,Turkey,Izmir,City Hotel,4,445,Restaurant,"Not image decide.
Vote trouble draw. Collection stay politics kid exactly response.","Beach,Museum,Park",20.823777,-47.156445,http://wright.org/,C0000285,Vickie,Moses,Vickie Moses,brandonmorrow@example.org,+1-224-246-7795x90854,1951-12-28,F,Serbia,Subotica,"837 MARSHALL ESTATE SUITE 178, SUBOTICA",EE 69640,de,,,True,BKG_000000155,2024-10-19,2025-09-18,2025-09-24,6,3,1,0,suite,2,Mobile App,Extra bed,False,,,820.59,1061.89,57.89,11.73,433.59,Failed,Cash,TravelAgency,,Ten,0000-00-00,2024-12-26 09:57:32,API,Pending,REV_00000155,4,Produce send fly than.,President design might something anyone. Question to dinner sure end common. Spend black party kitchen various.,2024-11-10,73,False,Debrecen,2025-07-12,Couple,single,MobileApp,0000-00-00,2024-12-26 09:57:32
H00676,Huerta PLC,Colombia,Bogotá,Resort,3,260,Free WiFi,Discussion political campaign ever if share sign. Control staff wide team ask.,Historic Site,66.866159,31.432893,http://www.lawrence.info/,C0004401,Kenneth,Winters,Kenneth Winters,lsanchez@example.com,830.251.9388x4227,1987-09-04,Other,Colombia,Cali,"55182 Bethany Trail, Cali",AG 23726,de,Bronze,2023-03-30,False,BKG_000000156,2024-10-31,2026-05-26,2026-06-03,8,4,0,2,suite,3,Web,Extra bed,False,,,1563.62,1194.05,209.66,Ten,1217.68,Refunded,PayPal,Direct,PROMO751,138.88,2025-01-29 00:45:55,2025-07-27 13:33:54,AGENT,Confirmed,REV_00000156,4,Color discussion including add.,Trip program represent career college daughter security. Which defense three wind hundred. Only power resource degree coach program.,2025-07-23,-1,False,Alexandria,2024-12-11,Solo,double,CloudBooking,2025-01-29 00:45:55,2025-07-27 13:33:54
H00351,"Wilson, Watts and Johnson",Morocco,Casablanca,Budget Hotel,2,295,"Pool,Gym,Spa",Visit single toward our region sound. Commercial building able on.,Historic Site,-3.804244,2.928175,http://hernandez.com/,C0003877,Abigail,Porter,Abigail Porter,nealjordan@example.com,001-533-997-1513x8506,1984-04-23,Other,Nigeria,Kano,"8230 Moore Grove Apt. 660, Kano",QJ 68584,de,Silver,2024-12-28,False,BKG_000000157,2025-08-18,2026-10-17,2026-10-22,5,2,0,2,suite,2,Web,,True,2025-08-18,No Show,266.46,624.99,76.28,22.04,70.64,Failed,Cash,Booking.com,PROMO175,128.64,2023-12-12 11:55:14,2025-02-17 21:59:44,AGENT,Cancelled,REV_00000157,3,Near individual improve land.,There church sound how think entire interesting. Drug discuss science ten discuss determine. Magazine authority where final.,2024-09-19,88,False,Brno,2025-04-19,Business,double,MobileApp,2023-12-12 11:55:14,2025-02-17 21:59:44
H00488,   ,Indonesia,Bandung,Budget Hotel,5,408,"Pool,Gym,Spa",Interesting Congress read lay.,Shopping Mall,-53.937035,-6.277445,https://brown-smith.net/,C0003702,Jo,Carr,Jo Carr,kristen58@example.com,(412)367-0223x9744,1962-12-22,Other,Netherlands,Amsterdam,"1965 Walters Terrace, Amsterdam",IF 68675,tr,Bronze,2023-02-11,True,BKG_000000158,2024-04-21,2024-11-01,2024-11-05,4,2,2,1,double,1,Mobile App,Extra bed,False,,,1309.18,382.66,294.4,14.11,851.24,Paid,Credit Card,Expedia,NO_PROMO,65.55,2024-03-13 07:44:54,2025-07-11 01:18:46,USER,,REV_00000158,3,Need with audience toward over.,Ten tree system figure involve just. Surface former describe meet thus.,2024-07-13,40,True,Giza,2025-03-02,Business,single,LegacySystem,2024-03-13 07:44:54,2025-07-11 01:18:46
H00965,Jackson Ltd,Austria,Graz,City Hotel,2,353,Restaurant,Rather rather whole them. Of edge page fact list watch eight.,Historic Site,-44.688251,-104.419457,https://www.lopez.com/,C0003216,Brian,Wright,Brian Wright,rosalesmelanie@example.com,790-840-4309x663,1986-06-24,M,Switzerland,Geneva,"041 Myers Well, Geneva",CY 61085,fr,Bronze,2023-07-19,True,BKG_000000159,2024-07-05,2025-05-04,2025-05-06,2,3,1,2,suite,,Phone,,   ,2025-05-09,Hotel Closed,1612.11,1497.24,167.9,84.33,658.34,Paid,Cash,Direct,,103.64,2024-03-02 04:40:51,02/30/2025,AGENT,Cancelled,REV_00000159,2,Which from dog letter bill relationship.,Ago nice something race present easy. Responsibility democratic still customer.,2024-05-17,9999,,Bern,2025-02-27,Solo,suite,MobileApp,2024-03-02 04:40:51,02/30/2025
H00266,Wright LLC,Sweden,Stockholm,Business Hotel,4,247,"Pool,Gym,Spa",Major truth market answer at. Inside allow sit. Skill author idea cost bar Mr nearly.,"Beach,Museum,Park",-40.165592,134.327793,???,C0003417,Derrick,Garcia,Derrick Garcia,qcross@example.com,(621)998-7572,1979-04-28,M,Singapore,Singapore,"8871 Le Underpass, Singapore",AH 65684,tr,Bronze,2025-07-24,False,BKG_000000160,2025-08-02,2025-01-03,2025-01-11,8,4,2,1,suite,1,Mobile App,Late check-in,False,,,404.27,350.73,40.24,75.52,372.27,Failed,Cash,TravelAgency,PROMO473,47.88,2024-01-05 08:54:14,2024-12-23 04:58:28,USER,Confirmed,REV_00000160,2,Join effect movement when cultural you fish.,Company night family fact page bed adult. Idea husband let political especially century though become. Fast site natural material.,2024-01-02,98,False,Aalborg,2025-02-17,Family,double,MobileApp,2024-01-05 08:54:14,2024-12-23 04:58:28
H00210,   ,United Kingdom,Edinburgh,Budget Hotel,1,261,Restaurant,Year spring money interview line production road wide. Sign military all.,"Beach,Museum,Park",-44.329287,72.532637,https://www.stevenson.org/,C0004410,David,Moore,David Moore,tannerwilliams@example.net,!!001-732-910-1579x32509,1984-11-03,F,Mexico,Mexico City,"026 Jillian Common, Mexico City",OS 73715,en,Gold,2023-09-29,True,BKG_000000161,2025-02-21,2025-10-27,2025-11-03,7,1,0,0,suite,2,Agent,Late check-in,True,2025-09-19,Payment Failed,160.41,55.88,145.84,46.69,100.81,Pending,,Direct,PROMO520,97.2,2024-06-06 04:52:07,2025-06-25 17:12:23,API,Confirmed,REV_00000161,3,Century program court available program.,Bit your amount Mr. It hour site will hold. Program movie party floor level.,2025-10-15,23,True,Zagreb,2025-08-29,Family,single,LegacySystem,2024-06-06 04:52:07,2025-06-25 17:12:23
H00049,"White, Johnson and Howard",Germany,Cologne,Budget Hotel,5,368,"Pool,Gym,Spa",Past cell everybody later stage organization. Available base place huge lot sister.,Historic Site,-18.003634,82.113137,http://www.padilla.com/,C0004563,Tiffany,Nolan, Tiffany Nolan ,kelly89@example.net,+1-316-946-3578x430,1976-09-16,F,Austria,Graz,"7207 Ronnie Garden Suite 700, Graz",OP 72966,en,Bronze,2023-08-22,True,BKG_000000162,2025-03-22,2026-08-14,2026-08-19,5,2,3,0,single,3,Agent,,False,,,1081.96,623.46,279.11,43.3,424.94,Refunded,Cash,Expedia,NO_PROMO,104.9,2024-09-12 11:20:17,2025-01-28 07:31:04,API,Confirmed,REV_00000162,4,Vote truth report allow surface language type.,Do money matter system. History maybe in quickly way outside. Story prevent stuff hand already.,2024-09-22,24,False, Bursa ,2024-12-30,Solo,suite,CloudBooking,2024-09-12 11:20:17,2025-01-28 07:31:04
H00910,"Carter, Davis and Mcbride",--,Bali,Resort,,349,Free WiFi,Student billion culture black modern. Cell executive ask security get individual tree.,Historic Site,-83.141689,148.333253,https://www.romero.info/,C0000112,Linda,Kerr,Linda Kerr,collinsdavid@example.com,(264)717-3172x90865,1998-01-09,M,Argentina,Mendoza,"624 Garcia Meadow Apt. 360, Mendoza",XO 78990,tr,Silver,2025-08-24,False,BKG_000000163,2024-05-10,2026-04-29,2026-05-09,10,4,3,1,suite,1,Web,Extra bed,True,2025-03-16,No Show,1978.66,444.45,193.48,25.36,1966.91,Pending,Cash,Booking.com,,144.86,2025-10-31 07:10:43,2025-01-06 17:02:58,USER,Pending,REV_00000163,3,--,"Part many smile wall seven. Consumer your factor hundred old.
Top see father occur religious door.
Evening find school but.",2025-08-07,13,False...,Vancouver,2025-07-30,Solo,double,APIGateway,2025-10-31 07:10:43,2025-01-06 17:02:58
H00062,White-Wilson,Brazil,Brasília,Luxury Hotel,5,159,Restaurant,Technology one increase alone term strategy. Stay side determine. Television use face you left.,Historic Site,66.783541,-9.458403,http://www.dominguez.org/,C0003354,Lisa,Johnson,Lisa Johnson,test@,001-373-603-2884,1996-09-20,F,Singapore,Singapore,"23097 Jose Fall Suite 715, Singapore",JF 89236,fr,,2023-01-09,False,BKG_000000164,2025-08-04,2026-06-11,2026-06-21,10,1,2,2,___,3,Agent,No requests,False,,,945.32,735.6,291.61,48.07,710.67,Paid,Cash,Direct,,117.28,2024-01-22 22:58:43,2025-06-24 13:37:14,API,Cancelled,REV_00000164,5,Discuss positive specific.,Imagine clear best wide since. Together ten drug physical chance.,2024-09-02,76,True,Los Angeles,2025-05-02,Leisure,double,LegacySystem,2024-01-22 22:58:43,2025-06-24 13:37:14
H00789,Adams PLC,Kenya,Nairobi,Business Hotel,3,85,Restaurant,War boy statement product would agreement finish though.,Shopping Mall,-22.205741,30.26053,http://www.williams-george.com/,C0004418,Tracey,Powell,Tracey Powell,brucemartinez@example.com,501.381.0768,1969-01-05,Other,Czech Republic,Plzen,"81658 Perkins Circles, Plzen",___,es,Bronze,2024-08-20,True,BKG_000000165,2024-01-17,2025-10-12,2025-10-18,6,3,3,1,suite,1,Agent,,True,2025-01-24,No Show,1705.21,1474.08,52.3,84.85,1011.91,Failed,Debit Card,Direct,PROMO782,-1,2024-05-02 09:42:30,2025-04-28 21:51:38,USER,Pending,REV_00000165,1,Issue organization child ask receive remember market face.,Political at these century finish there. Until green rest attorney.,2024-08-17,91,True,Oslo,2025-04-10,Leisure,double,APIGateway,2024-05-02 09:42:30,2025-04-28 21:51:38
H00228,Spence Group,Netherlands,Eindhoven,Boutique,2,341,Restaurant,Toward computer yet present. Because father free.,Historic Site,77.881412,,http://www.gardner-wang.com/,C0004043,Kevin,Black,Kevin Black,brownsheila@example.com,(351)258-6809x4469,1999-09-25,F,United States,San Francisco,"1002 Gina Forks, San Francisco",AP 70039,de,,2023-02-03,True,BKG_000000166,2024-12-06,2025-03-12,2025-03-24,12,1,2,1,single,1,Mobile App,No requests,False,,,1187.33,1390.49,0,21.04,421.9,Pending,Debit Card,Booking.com,PROMO567,10.64,2023-11-09 00:28:14,2025-09-12 00:26:46,SYSTEM,Confirmed,REV_00000166,4,Car across travel thing huge up fly.,"Recognize through Mrs off turn word. Poor system consider candidate.
Difference many need strategy study.",2024-08-10,78,True,Dubai,2025-09-01,Leisure,???,APIGateway,2023-11-09 00:28:14,2025-09-12 00:26:46
   ,Hopkins-Tanner,Hungary,Pecs,Resort,2,28,Restaurant,Day gun Republican religious test professor. Individual sport simple other be phone.,"Beach,Museum,Park",7.978901,-99.776614,https://www.stein.org/,   ,Charles,Ford,Charles Ford,ydavis@example.net,!!+1-611-973-6812x119,1972-04-27,M,Chile,Santiago,"317 Spence Flat, Santiago",DL 64466,tr,,2024-06-18,False,BKG_000000167,2025-10-25,2025-01-06,2025-01-15,9,2,2,2,double,1,Phone,Late check-in,False,,,470.67,626.22,88.18,48.33,,Failed,Credit Card,Airbnb,,84.95,2024-06-20 16:35:42,2025-01-18 09:41:59,AGENT,Pending,REV_00000167,-1,Do least issue.,Total material television success generation oil. Then rule particularly into area. Fire marriage last possible write little.,2025-09-18,79,False,Graz,2025-03-07,Family,suite,,2024-06-20 16:35:42,2025-01-18 09:41:59
H00351,"Valdez, Hines and Cole",Denmark,Aarhus,Resort,4,342,Restaurant,Reality Congress stage remain. Rest account his pass change particular. Property street child hand.,Shopping Mall,75.487222,166.152026,https://garcia-bruce.net/,C0002812,Darin,Oneal,Darin Oneal,marco02@example.org,(698)986-3701x4756,1951-07-28,F,Indonesia,???,"966 Wilson Mission, Surabaya",BR 92589,tr,___,2025-05-14,True,BKG_000000168,2024-12-30,2024-11-05,2024-11-11,6,1,0,0,double,1,Web,No requests,False,2024-12-15,,0,1084.88,41.0,94.5,0,Refunded,Cash,Booking.com,PROMO364,0.0,2025-10-30 22:48:46,2025-03-21 12:39:55,SYSTEM,Cancelled,REV_00000168,2,American fill blue upon relate.,Hold real stay figure market similar owner. Expert whatever only speak economy cut chair reveal.,2024-11-24,59,False,Pattaya,2025-02-10,Couple,suite,MobileApp,2025-10-30 22:48:46,2025-03-21 12:39:55
 H00079 ,"Berry, Robinson and Shelton",Norway,Stavanger...,Budget Hotel,2,476,Free WiFi,World adult challenge along. Involve marriage same.,Shopping Mall,-14.594264,-7.663961,http://rice-garner.com/,C0003229,Todd,Kim,Todd Kim,erika34@example.org,001-437-684-5576x770,1972-04-29,Other,India,Kolkata,"456 Brown Square, Kolkata",OL 42740,de,Gold,2025-03-09,True,BKG_000000169,2024-04-12,2025-04-19,2025-04-27,8,,0,0,suite,2,Mobile App,!!No requests,True,2025-02-22,No Show,431.18,1150.22,283.77,88.28,430.21,Failed,Debit Card,Expedia,PROMO230,188.59,2024-06-01 19:55:15,2025-10-18 06:59:35,SYSTEM,Pending,REV_00000169,4,Approach indeed usually final a vote lot toward.,Movie politics sport everyone win. Lose book collection white.,2025-06-05,43,True,Rhodes,2025-01-14,Family,single,APIGateway,2024-06-01 19:55:15,2025-10-18 06:59:35
H00487,Hughes-Savage,Poland,Krakow,City Hotel,4,58,Free WiFi,Technology green machine debate civil. Land go other hundred maintain involve.,"Beach,Museum,Park",-16.27931,-19.90789,https://www.bennett.biz/,C0001494,Austin,Johnson,Austin Johnson,thomas08@example.com,615-245-6813x8105,1955-12-20,F,Philippines,Manila,--,KZ 51384,en,Platinum,2023-07-29,False,BKG_000000170,2024-10-09,2025-08-05,2025-08-11,6,4,0,1,double,3,Mobile App,Extra bed,False,,,1214.26,847.27,88.35,87.06,796.12,Pending,Debit Card,TravelAgency,NO_PROMO,9999,2025-02-05 18:25:58,2024-11-03 02:57:11,SYSTEM,Confirmed,REV_00000170,4,Group really black need tonight word.,"Seat food season show wall why executive. Home write charge.
Bar box coach easy serious nor. Service well plan able.",2025-07-16,89,True,Turin,!!2024-12-22,Solo,double,MobileApp,2025-02-05 18:25:58,2024-11-03 02:57:11
H00055,Willis and Sons,United States,Washington D.C.,City Hotel,5,315,Restaurant,Return direction yeah election yard. Break reflect kitchen seat board.,Historic Site,-68.024212,27.034969,https://bryant.com/,C0000107,Matthew,Scott,Matthew Scott,villarrealrussell@example.net,001-518-382-3842x9769,1996-05-14,M,Denmark,!!Copenhagen,"181 Murphy Garden, Copenhagen",LP 56143,es,Platinum,2024-10-17,True,BKG_000000171,2024-12-16,2025-09-07,2025-09-19,12,3,0,1,double,3,Mobile App,Late check-in,True,2025-05-25,,738.28,873.97,69.83,68.93,40.17,Paid,Cash,TravelAgency,NO_PROMO,42.75,2025-02-10 12:54:29,2025-01-14 20:59:49,api,Cancelled,REV_00000171,1,Film national go single none positive.,"Approach sense join night figure. Total site area near shoulder strategy.
Current without born with add. Else citizen public none company.",2024-03-14,82,True,Geneva,2025-03-10,Family,double,CloudBooking,2025-02-10 12:54:29,2025-01-14 20:59:49
